param weekly_sales :=
44 7 MARCHEW 0.983
44 8 ZIEMNIAKI 1.402
44 8 BURAKI 1.133
44 8 KAPUSTA 0.791
44 8 MARCHEW 0.825
44 9 ZIEMNIAKI 1.0
44 9 BURAKI 0.975
44 9 KAPUSTA 1.051
44 9 MARCHEW 1.369
44 10 ZIEMNIAKI 1.301
44 10 BURAKI 0.519
44 10 KAPUSTA 1.071
44 10 MARCHEW 1.398
45 1 ZIEMNIAKI 0.292
45 1 BURAKI 0.312
45 1 KAPUSTA 0.252
45 1 MARCHEW 0.237
45 2 ZIEMNIAKI 0.542
45 2 BURAKI 0.543
45 2 KAPUSTA 0.742
45 2 MARCHEW 0.708
45 3 ZIEMNIAKI 0.525
45 3 BURAKI 0.372
45 3 KAPUSTA 0.736
45 3 MARCHEW 0.674
45 4 ZIEMNIAKI 0.274
45 4 BURAKI 0.612
45 4 KAPUSTA 0.663
45 4 MARCHEW 0.311
45 5 ZIEMNIAKI 0.6
45 5 BURAKI 1.466
45 5 KAPUSTA 1.054
45 5 MARCHEW 1.392
45 6 ZIEMNIAKI 1.452
45 6 BURAKI 0.892
45 6 KAPUSTA 0.79
45 6 MARCHEW 0.523
45 7 ZIEMNIAKI 0.677
45 7 BURAKI 1.112
45 7 KAPUSTA 1.218
45 7 MARCHEW 0.673
45 8 ZIEMNIAKI 1.275
45 8 BURAKI 0.754
45 8 KAPUSTA 1.163
45 8 MARCHEW 1.314
45 9 ZIEMNIAKI 0.981
45 9 BURAKI 1.217
45 9 KAPUSTA 0.865
45 9 MARCHEW 0.738
45 10 ZIEMNIAKI 0.603
45 10 BURAKI 0.759
45 10 KAPUSTA 0.711
45 10 MARCHEW 1.454
46 1 ZIEMNIAKI 0.209
46 1 BURAKI 0.29
46 1 KAPUSTA 0.514
46 1 MARCHEW 0.263
46 2 ZIEMNIAKI 0.542
46 2 BURAKI 0.353
46 2 KAPUSTA 0.341
46 2 MARCHEW 0.801
46 3 ZIEMNIAKI 0.275
46 3 BURAKI 0.497
46 3 KAPUSTA 0.383
46 3 MARCHEW 0.688
46 4 ZIEMNIAKI 0.244
46 4 BURAKI 0.665
46 4 KAPUSTA 0.295
46 4 MARCHEW 0.218
46 5 ZIEMNIAKI 0.709
46 5 BURAKI 0.86
46 5 KAPUSTA 1.058
46 5 MARCHEW 1.248
46 6 ZIEMNIAKI 0.723
46 6 BURAKI 1.311
46 6 KAPUSTA 0.726
46 6 MARCHEW 0.727
46 7 ZIEMNIAKI 1.177
46 7 BURAKI 1.13
46 7 KAPUSTA 0.908
46 7 MARCHEW 0.633
46 8 ZIEMNIAKI 0.931
46 8 BURAKI 0.825
46 8 KAPUSTA 0.528
46 8 MARCHEW 1.16
46 9 ZIEMNIAKI 1.278
46 9 BURAKI 1.301
46 9 KAPUSTA 0.646
46 9 MARCHEW 0.57
46 10 ZIEMNIAKI 0.585
46 10 BURAKI 0.844
46 10 KAPUSTA 0.726
46 10 MARCHEW 1.474
47 1 ZIEMNIAKI 0.463
47 1 BURAKI 0.82
47 1 KAPUSTA 0.627
47 1 MARCHEW 0.813
47 2 ZIEMNIAKI 0.635
47 2 BURAKI 0.863
47 2 KAPUSTA 0.294
47 2 MARCHEW 0.21
47 3 ZIEMNIAKI 0.233
47 3 BURAKI 0.475
47 3 KAPUSTA 0.486
47 3 MARCHEW 0.708
47 4 ZIEMNIAKI 0.724
47 4 BURAKI 0.794
47 4 KAPUSTA 0.398
47 4 MARCHEW 0.437
47 5 ZIEMNIAKI 0.764
47 5 BURAKI 1.09
47 5 KAPUSTA 1.426
47 5 MARCHEW 1.086
47 6 ZIEMNIAKI 0.579
47 6 BURAKI 1.196
47 6 KAPUSTA 0.878
47 6 MARCHEW 0.908
47 7 ZIEMNIAKI 0.881
47 7 BURAKI 0.92
47 7 KAPUSTA 1.142
47 7 MARCHEW 0.815
47 8 ZIEMNIAKI 1.444
47 8 BURAKI 1.085
47 8 KAPUSTA 1.289
47 8 MARCHEW 0.956
47 9 ZIEMNIAKI 1.024
47 9 BURAKI 1.082
47 9 KAPUSTA 0.847
47 9 MARCHEW 1.493
47 10 ZIEMNIAKI 0.956
47 10 BURAKI 1.198
47 10 KAPUSTA 1.158
47 10 MARCHEW 1.205
48 1 ZIEMNIAKI 0.931
48 1 BURAKI 0.965
48 1 KAPUSTA 0.797
48 1 MARCHEW 0.959
48 2 ZIEMNIAKI 0.645
48 2 BURAKI 0.843
48 2 KAPUSTA 0.959
48 2 MARCHEW 0.75
48 3 ZIEMNIAKI 0.67
48 3 BURAKI 0.787
48 3 KAPUSTA 0.489
48 3 MARCHEW 0.501
48 4 ZIEMNIAKI 0.961
48 4 BURAKI 0.393
48 4 KAPUSTA 0.342
48 4 MARCHEW 0.656
48 5 ZIEMNIAKI 0.606
48 5 BURAKI 1.192
48 5 KAPUSTA 1.446
48 5 MARCHEW 1.443
48 6 ZIEMNIAKI 0.519
48 6 BURAKI 1.336
48 6 KAPUSTA 1.251
48 6 MARCHEW 0.5
48 7 ZIEMNIAKI 1.317
48 7 BURAKI 1.237
48 7 KAPUSTA 0.545
48 7 MARCHEW 0.82
48 8 ZIEMNIAKI 0.727
48 8 BURAKI 0.805
48 8 KAPUSTA 0.968
48 8 MARCHEW 0.523
48 9 ZIEMNIAKI 0.87
48 9 BURAKI 1.144
48 9 KAPUSTA 0.752
48 9 MARCHEW 1.187
48 10 ZIEMNIAKI 1.482
48 10 BURAKI 0.5
48 10 KAPUSTA 0.627
48 10 MARCHEW 0.671
49 1 ZIEMNIAKI 0.498
49 1 BURAKI 0.664
49 1 KAPUSTA 0.411
49 1 MARCHEW 0.451
49 2 ZIEMNIAKI 0.793
49 2 BURAKI 0.959
49 2 KAPUSTA 0.772
49 2 MARCHEW 0.776
49 3 ZIEMNIAKI 0.408
49 3 BURAKI 0.938
49 3 KAPUSTA 0.383
49 3 MARCHEW 0.586
49 4 ZIEMNIAKI 0.959
49 4 BURAKI 0.626
49 4 KAPUSTA 0.359
49 4 MARCHEW 0.995
49 5 ZIEMNIAKI 0.952
49 5 BURAKI 0.547
49 5 KAPUSTA 1.268
49 5 MARCHEW 1.4
49 6 ZIEMNIAKI 1.464
49 6 BURAKI 1.304
49 6 KAPUSTA 0.789
49 6 MARCHEW 0.643
49 7 ZIEMNIAKI 1.099
49 7 BURAKI 0.867
49 7 KAPUSTA 0.886
49 7 MARCHEW 1.061
49 8 ZIEMNIAKI 0.789
49 8 BURAKI 0.775
49 8 KAPUSTA 1.471
49 8 MARCHEW 1.296
49 9 ZIEMNIAKI 0.709
49 9 BURAKI 0.536
49 9 KAPUSTA 1.093
49 9 MARCHEW 0.6
49 10 ZIEMNIAKI 0.652
49 10 BURAKI 0.659
49 10 KAPUSTA 1.434
49 10 MARCHEW 1.164
50 1 ZIEMNIAKI 0.422
50 1 BURAKI 0.705
50 1 KAPUSTA 0.533
50 1 MARCHEW 0.318
50 2 ZIEMNIAKI 0.416
50 2 BURAKI 0.457
50 2 KAPUSTA 0.281
50 2 MARCHEW 0.456
50 3 ZIEMNIAKI 0.944
50 3 BURAKI 0.702
50 3 KAPUSTA 0.664
50 3 MARCHEW 0.998
50 4 ZIEMNIAKI 0.966
50 4 BURAKI 0.773
50 4 KAPUSTA 0.587
50 4 MARCHEW 0.739
50 5 ZIEMNIAKI 1.4
50 5 BURAKI 0.715
50 5 KAPUSTA 0.678
50 5 MARCHEW 0.6
50 6 ZIEMNIAKI 1.19
50 6 BURAKI 0.601
50 6 KAPUSTA 1.257
50 6 MARCHEW 0.81
50 7 ZIEMNIAKI 1.252
50 7 BURAKI 1.314
50 7 KAPUSTA 1.032
50 7 MARCHEW 1.004
50 8 ZIEMNIAKI 0.584
50 8 BURAKI 0.651
50 8 KAPUSTA 1.038
50 8 MARCHEW 0.718
50 9 ZIEMNIAKI 0.615
50 9 BURAKI 1.02
50 9 KAPUSTA 1.196
50 9 MARCHEW 0.865
50 10 ZIEMNIAKI 1.385
50 10 BURAKI 0.772
50 10 KAPUSTA 1.431
50 10 MARCHEW 1.468
51 1 ZIEMNIAKI 0.573
51 1 BURAKI 0.24
51 1 KAPUSTA 0.881
51 1 MARCHEW 0.809
51 2 ZIEMNIAKI 0.403
51 2 BURAKI 0.873
51 2 KAPUSTA 0.886
51 2 MARCHEW 0.468
51 3 ZIEMNIAKI 0.726
51 3 BURAKI 0.86
51 3 KAPUSTA 0.831
51 3 MARCHEW 0.65
51 4 ZIEMNIAKI 0.238
51 4 BURAKI 0.553
51 4 KAPUSTA 0.877
51 4 MARCHEW 0.652
51 5 ZIEMNIAKI 1.373
51 5 BURAKI 1.03
51 5 KAPUSTA 1.4
51 5 MARCHEW 0.989
51 6 ZIEMNIAKI 0.544
51 6 BURAKI 1.242
51 6 KAPUSTA 1.3
51 6 MARCHEW 0.836
51 7 ZIEMNIAKI 1.079
51 7 BURAKI 1.049
51 7 KAPUSTA 0.857
51 7 MARCHEW 0.812
51 8 ZIEMNIAKI 1.319
51 8 BURAKI 1.374
51 8 KAPUSTA 0.97
51 8 MARCHEW 1.0
51 9 ZIEMNIAKI 1.167
51 9 BURAKI 1.432
51 9 KAPUSTA 1.178
51 9 MARCHEW 0.732
51 10 ZIEMNIAKI 0.796
51 10 BURAKI 0.979
51 10 KAPUSTA 1.485
51 10 MARCHEW 0.587
52 1 ZIEMNIAKI 0.262
52 1 BURAKI 0.487
52 1 KAPUSTA 0.416
52 1 MARCHEW 0.972
52 2 ZIEMNIAKI 0.445
52 2 BURAKI 0.275
52 2 KAPUSTA 0.659
52 2 MARCHEW 0.364
52 3 ZIEMNIAKI 0.309
52 3 BURAKI 0.684
52 3 KAPUSTA 0.518
52 3 MARCHEW 0.716
52 4 ZIEMNIAKI 0.867
52 4 BURAKI 0.353
52 4 KAPUSTA 0.653
52 4 MARCHEW 0.543
52 5 ZIEMNIAKI 1.43
52 5 BURAKI 1.078
52 5 KAPUSTA 0.529
52 5 MARCHEW 1.152
52 6 ZIEMNIAKI 1.004
52 6 BURAKI 1.002
52 6 KAPUSTA 1.474
52 6 MARCHEW 0.883
52 7 ZIEMNIAKI 1.179
52 7 BURAKI 0.754
52 7 KAPUSTA 1.144
52 7 MARCHEW 1.258
52 8 ZIEMNIAKI 0.952
52 8 BURAKI 0.879
52 8 KAPUSTA 0.853
52 8 MARCHEW 0.718
52 9 ZIEMNIAKI 0.908
52 9 BURAKI 0.71
52 9 KAPUSTA 1.476
52 9 MARCHEW 1.463
52 10 ZIEMNIAKI 1.351
52 10 BURAKI 0.646
52 10 KAPUSTA 0.654
52 10 MARCHEW 0.95
;
